id,title,type,genres,averageRating,numVotes,releaseYear,
tt5531466,DuckTales,tvseries,"Action, Adventure, Animation",8.3,12746,2017
tt0050051,Perry Mason,tvseries,"Crime, Drama, Mystery",8.3,12358,1957
tt9113406,Wu-Tang: An American Saga,tvseries,"Biography, Drama, Music",8.3,12173,2019
tt6354518,The Disastrous Life of Saiki K.,tvseries,"Animation, Comedy, Fantasy",8.3,11945,2016
tt0337898,Law of the Lawless,tvseries,"Action, Crime, Drama",8.3,11893,2002
tt8893550,Car Masters: Rust to Riches,tvseries,Reality-TV,8.3,11832,2018
tt2126154,This Is England '88,tvseries,"Comedy, Crime, Drama",8.3,11807,2011
tt2006421,Gran Hotel,tvseries,"Crime, Drama, History",8.3,11451,2011
tt0974077,Cranford,tvseries,Drama,8.3,10897,2007
tt0442632,Bleak House,tvseries,"Crime, Drama",8.3,10868,2005
tt0362192,State of Play,tvseries,"Crime, Drama, Mystery",8.3,10736,2003
tt6256484,While You Were Sleeping,tvseries,"Comedy, Drama, Fantasy",8.3,10682,2017
tt20449048,Feels Like Home,tvseries,Comedy,8.3,10568,2022
tt1634549,Millennium,tvseries,"Action, Crime, Mystery",8.3,10544,2010
tt21030032,Oshi No Ko,tvseries,"Animation, Drama, Fantasy",8.3,10513,2023
tt0065314,The Mary Tyler Moore Show,tvseries,Comedy,8.3,10465,1970
tt12063450,To Your Eternity,tvseries,"Adventure, Animation, Drama",8.3,10318,2021
tt0101049,A Bit of Fry and Laurie,tvseries,Comedy,8.3,10026,1987
tt6468322,Money Heist,tvseries,"Action, Crime, Drama",8.2,551471,2017
tt9140554,Loki,tvseries,"Action, Adventure, Fantasy",8.2,428254,2021
tt7767422,Sex Education,tvseries,"Comedy, Drama, Romance",8.2,366055,2019
tt1196946,The Mentalist,tvseries,"Crime, Drama, Mystery",8.2,206706,2008
tt4955642,The Good Place,tvseries,"Comedy, Drama, Fantasy",8.2,198302,2016
tt2431438,Sense8,tvseries,"Drama, Mystery, Sci-Fi",8.2,165569,2015
tt0238784,Gilmore Girls,tvseries,"Comedy, Drama",8.2,155133,2000
tt0934814,Chuck,tvseries,"Action, Comedy, Drama",8.2,149155,2007
tt1358522,White Collar,tvseries,"Comedy, Crime, Drama",8.2,145925,2009
tt0212671,Malcolm in the Middle,tvseries,"Comedy, Family",8.2,145871,2000
tt7049682,Watchmen,tvseries,"Crime, Drama, Mystery",8.2,137959,2019
tt7203552,The Morning Show,tvseries,Drama,8.2,135074,2019
tt2628232,Penny Dreadful,tvseries,"Drama, Fantasy, Horror",8.2,133675,2014
tt2375692,Black Sails,tvseries,"Action, Adventure, Drama",8.2,118449,2014
tt0206512,SpongeBob SquarePants,tvseries,"Animation, Comedy, Family",8.2,115520,1999
tt1548850,Misfits,tvseries,"Comedy, Drama, Fantasy",8.2,109128,2009
tt6315640,Atypical,tvseries,"Comedy, Drama",8.2,106671,2017
tt0106004,Frasier,tvseries,Comedy,8.2,97777,1993
tt1561755,Bob's Burgers,tvseries,"Animation, Comedy",8.2,95351,2011
tt0840196,Skins,tvseries,Drama,8.2,95121,2007
tt5875444,Slow Horses,tvseries,"Drama, Thriller",8.2,93013,2022
tt5626028,My Hero Academia,tvseries,"Action, Adventure, Animation",8.2,85992,2016
tt5516154,Godless,tvseries,"Action, Drama, Western",8.2,81893,2017
tt4635276,Master of None,tvseries,"Comedy, Drama",8.2,76990,2015
tt0434665,Bleach,tvseries,"Action, Adventure, Animation",8.2,75245,2004
tt0866442,Eastbound & Down,tvseries,"Comedy, Drama, Sport",8.2,65527,2009
tt3487382,Forever,tvseries,"Crime, Drama, Fantasy",8.2,63527,2014
tt3609352,Grace and Frankie,tvseries,Comedy,8.2,58423,2015
tt11712058,Mayor of Kingstown,tvseries,"Crime, Drama, Thriller",8.2,56270,2021
tt1480684,The League,tvseries,"Comedy, Sport",8.2,52750,2009
tt8788458,The Promised Neverland,tvseries,"Action, Adventure, Animation",8.2,49954,2019
tt6317068,Final Space,tvseries,"Action, Adventure, Animation",8.2,49221,2018
tt0088526,The Golden Girls,tvseries,"Comedy, Drama",8.2,48885,1985
tt22074164,Jury Duty,tvseries,Comedy,8.2,48694,2023
tt11815682,Hacks,tvseries,"Comedy, Drama",8.2,46425,2021
tt14664414,Young Royals,tvseries,"Drama, Romance",8.2,46138,2021
tt5574490,Animal Kingdom,tvseries,"Crime, Drama",8.2,45036,2016
tt7255502,The Kominsky Method,tvseries,"Comedy, Drama",8.2,44937,2018
tt13911628,Lessons in Chemistry,tvseries,Drama,8.2,44015,2023
tt3061046,Steven Universe,tvseries,"Action, Adventure, Animation",8.2,41439,2013
tt14218830,Abbott Elementary,tvseries,Comedy,8.2,38758,2021
tt7441658,Black Clover,tvseries,"Action, Adventure, Animation",8.2,38341,2017
tt1073507,Party Down,tvseries,"Comedy, Drama",8.2,37731,2009
tt0096684,Quantum Leap,tvseries,"Action, Adventure, Drama",8.2,37239,1989
tt5137338,Victoria,tvseries,"Biography, Drama, History",8.2,31788,2016
tt3877200,The Missing,tvseries,"Crime, Drama, Mystery",8.2,30951,2014
tt13138834,Time,tvseries,"Crime, Drama",8.2,28624,2021
tt0495212,Hellsing Ultimate,tvseries,"Action, Animation, Fantasy",8.2,27937,2006
tt1235547,Better Off Ted,tvseries,"Comedy, Sci-Fi",8.2,27649,2009
tt11639414,The Midnight Gospel,tvseries,"Adventure, Animation, Comedy",8.2,26770,2020
tt8531222,Dave,tvseries,"Comedy, Music",8.2,26421,2020
tt5912064,Kim's Convenience,tvseries,Comedy,8.2,25365,2016
tt1637574,Conan,tvseries,"Comedy, Music, Talk-Show",8.2,25169,2010
tt0251439,Trigun,tvseries,"Action, Adventure, Animation",8.2,24832,1998
tt8101850,Undone,tvseries,"Animation, Drama, Fantasy",8.2,24417,2019
tt4374208,Catastrophe,tvseries,Comedy,8.2,24278,2015
tt4592410,The Get Down,tvseries,"Drama, Music, Musical",8.2,23943,2016
tt0379632,Hustle,tvseries,"Crime, Drama, Mystery",8.2,23772,2004
tt4925000,Descendants of the Sun,tvseries,"Action, Comedy, Drama",8.2,23726,2016
tt0908454,Gavin & Stacey,tvseries,"Comedy, Drama, Romance",8.2,23477,2007
tt1844923,Friday Night Dinner,tvseries,Comedy,8.2,23215,2011
tt11398870,Caliphate,tvseries,"Crime, Drama, Thriller",8.2,22947,2020
tt9458304,Dororo,tvseries,"Action, Adventure, Animation",8.2,22484,2019
tt2581458,Looking,tvseries,"Comedy, Drama, Romance",8.2,22095,2014
tt6466208,Breathe,tvseries,"Crime, Drama, Thriller",8.2,22017,2018
tt0105929,Absolutely Fabulous,tvseries,Comedy,8.2,21979,1992
tt1693592,Vera,tvseries,"Crime, Drama, Mystery",8.2,21188,2011
tt11239552,Itaewon Class,tvseries,"Drama, Romance",8.2,21107,2020
tt0108906,The Kingdom,tvseries,"Comedy, Drama, Fantasy",8.2,20677,1994
tt12197698,Leverage: Redemption,tvseries,"Crime, Mystery, Thriller",8.2,20625,2021
tt5673782,Genius,tvseries,"Biography, Drama, History",8.2,20384,2017
tt8392006,Apharan,tvseries,"Action, Crime, Thriller",8.2,20195,2018
tt0106052,Late Night with Conan O'Brien,tvseries,"Comedy, Music, Talk-Show",8.2,19203,1993
tt6263222,Strong Girl Bong-soon,tvseries,"Comedy, Crime, Drama",8.2,19087,2017
tt1660055,Scooby-Doo! Mystery Incorporated,tvseries,"Adventure, Animation, Comedy",8.2,19080,2010
tt4687882,Patriot,tvseries,"Comedy, Drama, Thriller",8.2,18893,2015
tt1091909,Murdoch Mysteries,tvseries,"Crime, Drama, Mystery",8.2,18246,2008
tt1988386,Miss Fisher's Murder Mysteries,tvseries,"Crime, Drama, History",8.2,18152,2012
tt0983983,Shaun the Sheep,tvseries,"Animation, Comedy, Family",8.2,17593,2007
tt1533435,Miranda,tvseries,Comedy,8.2,17585,2009
tt3469052,My Love from Another Star,tvseries,"Comedy, Drama, Fantasy",8.2,17111,2013
tt0387736,Farscape: The Peacekeeper Wars,tvseries,"Action, Adventure, Drama",8.2,17050,2004
tt0083505,The Young Ones,tvseries,Comedy,8.2,16824,1982
tt0103352,Are You Afraid of the Dark?,tvseries,"Drama, Fantasy, Horror",8.2,16637,1990
tt15222080,Blue Lock,tvseries,"Animation, Sport, Thriller",8.2,16422,2022
tt7211618,Gentleman Jack,tvseries,"Biography, Drama, History",8.2,16393,2019
tt0874608,Inspector Lewis,tvseries,"Crime, Drama, Mystery",8.2,16325,2006
tt27668559,Queen of Tears,tvseries,"Drama, Family, Romance",8.2,15412,2024
tt1118804,Clannad,tvseries,"Animation, Comedy, Drama",8.2,15315,2007
tt2051178,Fate/Zero,tvseries,"Action, Adventure, Animation",8.2,15308,2011
tt5014882,The Durrells,tvseries,"Biography, Comedy, Drama",8.2,15050,2016
tt0092379,Inspector Morse,tvseries,"Crime, Drama, Mystery",8.2,14826,1987
tt6494622,Made in Heaven,tvseries,"Drama, Romance",8.2,14651,2019
tt9612102,Exit,tvseries,"Crime, Drama, Thriller",8.2,14573,2019
tt0058805,Get Smart,tvseries,"Action, Adventure, Comedy",8.2,14188,1965
tt1708446,Taarak Mehta Ka Ooltah Chashmah,tvseries,"Comedy, Family",8.2,13616,2008
tt15384586,Fellow Travelers,tvseries,"Drama, Romance",8.2,13244,2023
tt0098830,In Living Color,tvseries,"Comedy, Music",8.2,13221,1990
tt1334722,Baccano!,tvseries,"Action, Adventure, Animation",8.2,12934,2007
tt10691770,Helluva Boss,tvseries,"Action, Animation, Comedy",8.2,12611,2019
tt2348803,Kuroko's Basketball,tvseries,"Animation, Comedy, Sport",8.2,12386,2012
tt0816397,Ouran High School Host Club,tvseries,"Animation, Comedy, Romance",8.2,12154,2006
tt0346369,Penn & Teller: Bullshit!,tvseries,"Comedy, Documentary",8.2,11952,2003
tt1773185,Puella Magi Madoka Magica,tvseries,"Action, Adventure, Animation",8.2,11905,2011
tt0071042,The Rockford Files,tvseries,"Crime, Drama, Mystery",8.2,11383,1974
tt0197159,Home Movies,tvseries,"Animation, Comedy, Drama",8.2,11297,1999
tt15026724,Our Beloved Summer,tvseries,"Drama, Romance",8.2,11203,2021
tt2432604,Toast of London,tvseries,Comedy,8.2,11034,2012
tt0081873,Hill Street Blues,tvseries,"Crime, Drama, Mystery",8.2,10939,1981
tt6112556,Yuri!!! On Ice,tvseries,"Animation, Comedy, Drama",8.2,10852,2016
tt1178522,Little Dorrit,tvseries,"Drama, Mystery, Romance",8.2,10746,2008
tt1138475,The Guild,tvseries,"Comedy, Short",8.2,10564,2007
tt1520211,The Walking Dead,tvseries,"Drama, Horror, Thriller",8.1,1113002,2010
tt0898266,The Big Bang Theory,tvseries,"Comedy, Romance",8.1,889419,2007
tt13443470,Wednesday,tvseries,"Comedy, Crime, Fantasy",8.1,390553,2022
tt0182576,Family Guy,tvseries,"Animation, Comedy",8.1,370819,1999
tt0452046,Criminal Minds,tvseries,"Crime, Drama, Mystery",8.1,225870,2005
tt0165598,That '70s Show,tvseries,"Comedy, Drama, Romance",8.1,192356,1998
tt1219024,Castle,tvseries,"Comedy, Crime, Drama",8.1,177787,2009
tt11691774,Only Murders in the Building,tvseries,"Comedy, Crime, Drama",8.1,173811,2021
tt3205802,How to Get Away with Murder,tvseries,"Crime, Drama, Mystery",8.1,170755,2014
tt7016936,Killing Eve,tvseries,"Action, Adventure, Drama",8.1,142185,2018
tt14688458,Silo,tvseries,"Drama, Mystery, Sci-Fi",8.1,141961,2023
tt0203259,Law & Order: Special Victims Unit,tvseries,"Crime, Drama, Mystery",8.1,131163,1999
tt2294189,The Fall,tvseries,"Crime, Drama, Thriller",8.1,123110,2013
tt2188671,Bates Motel,tvseries,"Drama, Horror, Mystery",8.1,119662,2013
tt4301160,Black Bird,tvseries,"Biography, Crime, Drama",8.1,115842,2022
tt0092400,Married... with Children,tvseries,Comedy,8.1,113125,1987
tt2879552,11.22.63,tvseries,"Drama, Mystery, Romance",8.1,104467,2016
tt5114356,Legion,tvseries,"Action, Drama, Sci-Fi",8.1,99155,2017
tt0312172,Monk,tvseries,"Comedy, Crime, Drama",8.1,95485,2002
tt0758790,The Tudors,tvseries,"Drama, History, Romance",8.1,82874,2007
tt7772588,For All Mankind,tvseries,"Drama, Sci-Fi",8.1,74790,2019
tt0374455,Stargate: Atlantis,tvseries,"Action, Adventure, Drama",8.1,72863,2004
tt0106145,Star Trek: Deep Space Nine,tvseries,"Action, Adventure, Drama",8.1,72700,1993
tt8690918,Resident Alien,tvseries,"Comedy, Drama, Mystery",8.1,67787,2021
tt9680440,Paatal Lok,tvseries,"Crime, Drama, Thriller",8.1,66160,2020
tt5618256,Manhunt,tvseries,"Biography, Crime, Drama",8.1,64870,2017
tt2930604,Star Wars: Rebels,tvseries,"Action, Adventure, Animation",8.1,61090,2014
tt0852863,Phineas and Ferb,tvseries,"Action, Adventure, Animation",8.1,59664,2007
tt4047038,Dirk Gently's Holistic Detective Agency,tvseries,"Action, Adventure, Comedy",8.1,58762,2016
tt1610527,Workaholics,tvseries,Comedy,8.1,57067,2011
tt2235759,The Great,tvseries,"Biography, Comedy, Drama",8.1,56919,2020
tt4687880,Goliath,tvseries,Drama,8.1,55894,2016
tt22014226,Taaza Khabar,tvseries,"Action, Comedy, Drama",8.1,54616,2023
tt3281796,Power,tvseries,"Crime, Drama",8.1,53988,2014
tt16283804,One Day,tvseries,"Comedy, Drama, Romance",8.1,52966,2024
tt11016042,Ripley,tvseries,"Crime, Drama, Thriller",8.1,52644,2024
tt2887954,Tokyo Vice,tvseries,"Crime, Drama, Thriller",8.1,50355,2022
tt8634332,The Righteous Gemstones,tvseries,"Comedy, Drama",8.1,49281,2019
tt0105958,Boy Meets World,tvseries,"Comedy, Drama, Family",8.1,47330,1993
tt2805096,Chicago P.D.,tvseries,"Action, Crime, Drama",8.1,47304,2014
tt0348913,Dead Like Me,tvseries,"Comedy, Drama, Fantasy",8.1,44477,2003
tt2452242,Happy!,tvseries,"Action, Comedy, Crime",8.1,43826,2017
tt1615919,Raising Hope,tvseries,"Comedy, Family",8.1,41432,2010
tt8749198,Daisy Jones & The Six,tvseries,"Drama, Music, Romance",8.1,39991,2023
tt20723374,Star Wars: Tales of the Jedi,tvseries,"Action, Adventure, Animation",8.1,37930,2022
tt14524712,Beckham,tvseries,"Biography, Documentary, Sport",8.1,37738,2023
tt2616280,Derek,tvseries,"Comedy, Drama",8.1,36171,2012
tt7768848,Wild Wild Country,tvseries,"Crime, Documentary",8.1,36140,2018
tt1492179,Strike Back,tvseries,"Action, Drama, Thriller",8.1,34025,2010
tt6877772,American Vandal,tvseries,"Comedy, Crime, Drama",8.1,33653,2017
tt0830361,The Lost Room,tvseries,"Action, Fantasy, Mystery",8.1,33582,2006
tt4998350,The Deuce,tvseries,"Crime, Drama, Mystery",8.1,32774,2017
tt21344706,The Glory,tvseries,"Drama, Mystery, Thriller",8.1,32665,2022
tt0914387,Damages,tvseries,"Crime, Drama, Mystery",8.1,32006,2007
tt0147746,Batman Beyond,tvseries,"Action, Adventure, Animation",8.1,31273,1999
tt9679542,Dr. Stone,tvseries,"Action, Adventure, Animation",8.1,31003,2019
tt11639952,Young Rock,tvseries,"Biography, Comedy",8.1,30510,2021
tt12682218,Scenes from a Marriage,tvseries,Drama,8.1,30345,2021
tt12920838,The Frog,tvseries,"Crime, Drama, Mystery",8.1,30312,2020
tt0318997,Angels in America,tvseries,"Drama, Fantasy, Romance",8.1,30295,2003
tt8332438,ZeroZeroZero,tvseries,"Crime, Drama, Thriller",8.1,30288,2019
tt3228420,You're the Worst,tvseries,"Comedy, Drama, Romance",8.1,28765,2014
tt14819828,Business Proposal,tvseries,"Comedy, Drama, Romance",8.1,28225,2022
tt0118298,Daria,tvseries,"Animation, Comedy, Drama",8.1,27824,1997
tt5607616,Re: Zero - Starting Life in Another World,tvseries,"Adventure, Animation, Drama",8.1,27629,2016
tt3910804,War & Peace,tvseries,"Drama, History, Romance",8.1,27416,2016
tt4524056,Vis a vis,tvseries,"Drama, Thriller",8.1,26907,2015
tt11204260,I May Destroy You,tvseries,Drama,8.1,26780,2020
tt3502172,Mozart in the Jungle,tvseries,"Comedy, Drama, Music",8.1,26209,2014
tt16867040,Cunk on Earth,tvseries,Comedy,8.1,25672,2022
tt0425118,I Know This Much Is True,tvseries,Drama,8.1,24440,2020
tt2543328,TURN: Washington's Spies,tvseries,"Drama, History, War",8.1,23904,2014
tt0460690,The Unit,tvseries,"Action, Drama, Thriller",8.1,23513,2006
tt0883772,Man vs. Wild,tvseries,"Adventure, Reality-TV",8.1,23440,2006
tt5768632,Love Doesn't Understand Words,tvseries,"Comedy, Romance",8.1,23414,2016
tt2379308,Psycho-Pass,tvseries,"Action, Animation, Crime",8.1,23333,2012
tt5024912,Insecure,tvseries,"Comedy, Drama, Romance",8.1,23082,2016
tt2183641,Ripper Street,tvseries,"Crime, Drama, Mystery",8.1,22926,2012
tt10405370,Rogue Heroes,tvseries,"Action, Drama, Thriller",8.1,22829,2022
tt0421384,The Valley of the Wolves,tvseries,"Action, Crime, Drama",8.1,22377,2003
tt8080122,Godfather of Harlem,tvseries,"Crime, Drama",8.1,22272,2019
tt6051216,Insider,tvseries,"Action, Crime, Drama",8.1,21526,2016
tt0279077,FLCL,tvseries,"Action, Animation, Comedy",8.1,20320,2000
tt9095260,Criminal Justice,tvseries,"Crime, Drama, Mystery",8.1,20235,2019
tt7745956,She-Ra and the Princesses of Power,tvseries,"Action, Adventure, Animation",8.1,20067,2018
tt7157248,The New Pope,tvseries,Drama,8.1,19010,2020
tt5339440,One Day at a Time,tvseries,"Comedy, Drama",8.1,18762,2017
tt0500092,Serial Experiments Lain,tvseries,"Animation, Drama, Horror",8.1,18530,1998
tt1833285,Boss,tvseries,"Crime, Drama",8.1,18505,2011
tt1366312,Emma,tvseries,"Comedy, Drama, Romance",8.1,18341,2009
tt10314462,Zoey's Extraordinary Playlist,tvseries,"Comedy, Drama, Musical",8.1,18253,2020
tt0115378,Superman: The Animated Series,tvseries,"Action, Adventure, Animation",8.1,18240,1996
tt9054364,That Time I Got Reincarnated as a Slime,tvseries,"Action, Adventure, Animation",8.1,17406,2018
tt11228748,The King: Eternal Monarch,tvseries,"Fantasy, Mystery, Romance",8.1,17169,2020
tt3305096,Galavant,tvseries,"Adventure, Comedy, Fantasy",8.1,16850,2015
tt0080274,Shogun,tvseries,"Adventure, Drama, History",8.1,16605,1980
tt1913273,Anohana: The Flower We Saw That Day,tvseries,"Adventure, Animation, Drama",8.1,16499,2011
tt13911284,Hell's Paradise: Jigokuraku,tvseries,"Action, Adventure, Animation",8.1,16286,2023
tt1515193,The Big C,tvseries,"Comedy, Drama",8.1,16036,2010
tt0063951,Sesame Street,tvseries,"Adventure, Animation, Family",8.1,15862,1969
tt14466018,Blue Lights,tvseries,"Crime, Drama, Thriller",8.1,15459,2023
tt26737616,Pluto,tvseries,"Action, Animation, Drama",8.1,15233,2023
tt26315487,Bloodhounds,tvseries,"Action, Crime, Drama",8.1,15171,2023
tt22373148,Karm Yuddh,tvseries,Drama,8.1,14875,2022
tt8324422,PEN15,tvseries,Comedy,8.1,14720,2019
tt10220588,Hotel Del Luna,tvseries,"Action, Comedy, Drama",8.1,14650,2019
tt14479078,Candy,tvseries,Thriller,8.1,14627,2021
tt0805661,The Black Donnellys,tvseries,"Crime, Drama",8.1,14446,2007
tt11822998,The Trials of Gabriel Fernandez,tvseries,"Crime, Documentary",8.1,14224,2020
tt3556920,Wolf Hall,tvseries,"Biography, Drama, History",8.1,13831,2015
tt5766194,Legend of the Blue Sea,tvseries,"Comedy, Drama, Fantasy",8.1,13582,2016
tt13304700,Snowdrop,tvseries,"Crime, Drama, Romance",8.1,13168,2021
tt22297578,Cat,tvseries,"Crime, Drama, Thriller",8.1,13100,2022
tt4731072,Food Wars: Shokugeki no Soma,tvseries,"Animation, Comedy, Drama",8.1,13057,2015
tt1086191,Outnumbered,tvseries,"Comedy, Drama",8.1,12551,2007
tt12759100,Somebody Somewhere,tvseries,"Comedy, Drama",8.1,12433,2022
tt8523042,Vagabond,tvseries,"Action, Mystery, Thriller",8.1,12430,2019
tt11147852,Dorohedoro,tvseries,"Action, Animation, Comedy",8.1,12386,2020
tt18228732,Colin from Accounts,tvseries,"Comedy, Drama, Romance",8.1,12219,2022
tt0088583,"North & South: Book 1, North & South",tvseries,"Drama, History, Romance",8.1,12185,1985
tt23037654,Khakee: The Bihar Chapter,tvseries,"Action, Crime, Drama",8.1,12130,2022
tt16227240,The Great Weddings of Munnes,tvseries,"Comedy, Drama",8.1,12053,2022
tt1008108,Ashes to Ashes,tvseries,"Crime, Drama, Fantasy",8.1,11445,2008
tt16447750,Maestro,tvseries,"Crime, Drama, Mystery",8.1,11057,2022
tt6078096,High Maintenance,tvseries,"Comedy, Drama",8.1,10884,2016
tt0118475,Spawn,tvseries,"Action, Adventure, Animation",8.1,10428,1997
tt4343334,For My Son,tvseries,"Action, Adventure, Comedy",8.1,10412,2015
tt7889220,Dirty Money,tvseries,"Crime, Documentary",8.1,10363,2018
tt1973692,Rita,tvseries,"Comedy, Drama",8.1,10343,2012
tt8026448,Tacoma FD,tvseries,Comedy,8.1,10305,2019
tt11761194,Power Book IV: Force,tvseries,"Crime, Drama",8.1,10280,2022
tt6824234,Fight for My Way,tvseries,"Comedy, Romance",8.1,10213,2017
tt21916016,Tanaav,tvseries,"Action, Crime, Drama",8.1,10183,2022
tt2582590,Vicious,tvseries,Comedy,8.1,10146,2013
tt5580664,Voltron: Legendary Defender,tvseries,"Action, Adventure, Animation",8.1,10044,2016
tt0384746,Kenny vs. Spenny,tvseries,"Comedy, Game-Show, Reality-TV",8.1,10012,2002
tt5180504,The Witcher,tvseries,"Action, Adventure, Drama",8,584321,2019
tt10919420,Squid Game,tvseries,"Action, Drama, Mystery",8,576506,2021
tt4052886,Lucifer,tvseries,"Crime, Drama, Fantasy",8,366599,2016
tt1844624,American Horror Story,tvseries,"Drama, Horror, Sci-Fi",8,350623,2011
tt2372162,Orange Is the New Black,tvseries,"Comedy, Crime, Drama",8,324846,2013
tt9288030,Reacher,tvseries,"Action, Crime, Drama",8,228918,2022
tt6257970,The End of the F***ing World,tvseries,"Adventure, Comedy, Crime",8,228412,2017
tt13406094,The White Lotus,tvseries,"Comedy, Drama",8,223286,2021
tt5057054,Tom Clancy's Jack Ryan,tvseries,"Action, Drama, Thriller",8,180363,2018
tt7493974,Bodyguard,tvseries,"Crime, Drama, Thriller",8,154357,2018
tt13210838,The Gentlemen,tvseries,"Action, Comedy, Crime",8,144705,2024
tt14403178,Beef,tvseries,"Comedy, Drama",8,144622,2023
tt1235099,Lie to Me,tvseries,"Crime, Drama, Mystery",8,130002,2009
tt2649356,Sharp Objects,tvseries,"Crime, Drama, Mystery",8,124718,2018
tt6470478,The Good Doctor,tvseries,Drama,8,119649,2017
tt1869454,Good Omens,tvseries,"Comedy, Drama, Fantasy",8,116263,2019
tt14164730,Dexter: New Blood,tvseries,"Crime, Drama, Mystery",8,108740,2021
tt1399664,The Night Manager,tvseries,"Crime, Drama, Mystery",8,106970,2016
tt5691552,The Orville,tvseries,"Adventure, Comedy, Drama",8,102721,2017
tt9815454,Unorthodox,tvseries,Drama,8,94498,2020
tt16358384,Tulsa King,tvseries,"Crime, Drama",8,85251,2022
